true-predicted	TRUE	predicted	message	source	correct	true 2nd	predicted 2nd
C&I-C&I	C&I	C&I	In part C. The questions I ask the patient - how long has the problem taken? Then I ask whether the patient have they had treatment? If the patient says yes I ask which kind of treatment. But for me the treatment I can do is give a washout, antibiotics, then I do a follow up in 1 week.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Good morning VHT. This is the case for today. We are still on the same lady of Kirujja Butoke. The one of 35 year old. Question 2. You take the history. She answers ‘yes’ when asked if she has ear pain (otalgia), discharge (otorrhea) and hearing loss. She said this has gone on for three years. You look behind her ear and see this:	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Q. 2a. What do you see?	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Q2b. You then look inside her ear and you see this. What do you see and what you think this might be?	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings my fellow VHTs. I think my phone had an issue yesterday. The voice doesn't go through. This is how I reply to yesterdays case. I first introduce myself, I explain about the project broadly, the I give the information and consent forms. After filling these in, I take out the history book, I ask the history of the patient. Question B. I fill in the history in the book. I complete all the sections that are relevant. The age of the patient. Part C. I ask for permission to examine the patient. Amongst the questions I ask the patient I ask about pus in the ear, dizziness, how long it has been going on, any other illnesses, allergies. If they have no allergies but I see pus I give antibiotic drops. But for a week.	case study	TRUE	C&I	none
C&I-C&I	C&I	C&I	I am sorry. I forgot. First I washout and dry mop before giving antibiotics.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	When I look behind the ear I see a protruding bone. 2b) When I look in the ear I see a hole and pus.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Regards to you my fellow VHTs. Thanks for the work you're doing. Regards to you madam Catherine as well. This is my reply to today's question. 2a) When I look behind the ear, I see a hole and a protruding bone.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	2b) Inside the ear, I see pus and a hole. Regards to you all. It's me Nora.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	First I introduce myself, then I give painkillers for 2 days. After that I washout with iodine, 1ml dissolved in 9mls of clean water. Then I dry mop. After that, antibiotics. 3 drops. I then write things down. The history, names, age, sex, the date, about the patients ears, pus, left vs. right ear. It is good to examine the patient and also for them to get treatment.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Greetings VHTs. About seeing the other 33 year old lady in Kirujja Butoke I saw her and she has a hearing loss in the left ear and it also has pus, even pain, too much pain. The first question - I first ask for permission, then I examine the ear, then I was my hands, then I examine the ear inside and outside. I ask about allergies. If examine and find too much pain and pus I give them pain killers, then after 3 days I get pain killers. Then after washing my hands I examine. Then I write the history. I ask the names of the household head, the age, the date, the sex. After that I fill the remaining parts in the history book. How has the pain been, which ear has the problem. Then I ask about other illnesses. After seeing the outer ear is normal and the ear canal has pus, then after I examine then I write. I give her the form, put one at the health center, I keep one too. I forgot - I also need to get consent too. Part b - I guess I answered that in Part A. I also washout, with iodine and water. I keep washing and dry mopping until there is no pus then I give antibiotics. 3 drops, 3 times a day. 5-7 days.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Today's question about the pictures, I see an abnormal pinna and the bone behind the pinna is swollen. 2b) I see pus and a hole in the ear drum	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Thank you all for your opinions...But what do you think that is where I have pointed?  And what disease do you think causes it?	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Where you have pointed is mastoiditis and the disease that causes it is otitis media	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Thanks  for the work you're doing and replying to the questions. Thanks Catherine for asking us the questions and correcting us when we fail. Thanks too Bryan. We appreciate. This is my reply to question 2. a) I see as if there's a hole behind the ear and a swollen bone. We call the disease mastoiditis which can cause cholesteatoma.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	When I look inside the ear, I see a reddish eardrum with pus and a small hole. I think the infection is ottorhoea because I see pus and a hole. That's what I see. My vision is not good so I can't see clearly.	case study	TRUE	C&I	none
C&I-C&I	C&I	C&I	Mrs. Francesca for me I get all your messages. I got them all there is no message I don't receive. I don’t want you to worry that I don't get your messages.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Regards to you my fellow VHTs. My name is Nora. This is my reply to that question. When I look down the pinna, I see a hole.	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	And the disease is called mastoiditis abscess because the hole is behind the pinna.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	Where you have pointed is sometimes due to poor hygiene	case study	TRUE	none	none
C&I-C&I	C&I	C&I	If I look in the right ear there is wax.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	The illness is called 'otitis externa'.	case study	TRUE	none	none
SE-SE	SE	SE	Thanks to all those who have replied to todays questions. Where are the others?	case study	TRUE	SE	none
C&I-C&I	C&I	C&I	Catherine, I call the disease otitis externa because it's on the outer part where he has pointed	case study	TRUE	none	none
C&I-C&I	C&I	C&I	It is caused by how we take care of our bodies. Poor hygiene is responsible for such conditions therefore it can lead to an infection like otitis externa.	case study	TRUE	none	none
C&I-C&I	C&I	C&I	I have seen today's questions but, I can seen the condition and it's like someone has an inner ear infection. There's a swelling. That patient needs pain killers and after a referral to a bigger hospital.	case study	TRUE	none	none
